84,37,85
42,42,61
32,88,43
60,39,64
90,109,95
87,56,88
93,43,108
42,95,71
54,100,90
71,32,38
84,61,86
93,67,67
88,42,53
66,93,53
66,50,107
34,94,83
100,83,51
108,66,94
79,98,103
96,58,43
78,82,59
67,70,59
43,62,96
71,74,47
103,71,48
105,48,104
87,68,50
88,87,83
55,38,34
67,35,58
34,102,101
101,63,49
76,90,101
98,75,61
69,71,96
90,59,91
50,105,64
82,73,49
97,103,34
91,96,51
99,41,73
65,60,86
104,64,95
63,57,105
49,51,96
65,49,103
74,81,56
77,35,36
66,101,73
33,76,36
33,90,30
85,89,68
60,94,78
56,71,100
63,73,57
97,33,39
81,84,101
67,107,58
103,36,36
77,72,73
92,90,93
80,45,86
41,39,92
51,73,81
77,64,47
43,44,95
50,95,89
44,100,89
35,58,83
40,56,95
84,55,59
83,77,109
40,101,81
33,37,79
50,50,57
43,98,39
33,86,90
82,80,84
31,42,39
100,49,105
101,85,86
67,49,73
39,104,86
105,105,92
94,42,79
85,98,94
46,36,97
46,65,40
31,102,46
95,47,97
88,31,84
103,38,52
37,100,53
106,48,107
57,30,32
106,106,64
65,80,76
44,67,45
79,41,109
73,89,48
101,88,32
33,109,59
77,52,80
106,61,60
77,98,73
48,98,89
41,92,45
58,69,69
96,77,60
76,83,37
88,85,46
65,49,105
55,59,97
41,105,85
73,67,54
54,66,42
61,95,54
97,95,34
63,56,95
101,64,74
89,83,67
70,37,68
51,109,43
31,108,108
56,77,47
106,50,79
42,51,105
98,39,103
95,66,68
45,41,61
51,92,38
90,99,59
32,106,62
102,32,109
84,100,87
40,105,56
42,38,74
37,45,76
70,101,100
34,58,43
54,46,61
88,83,83
78,91,103
58,107,108
31,31,83
107,92,80
45,36,101
82,59,38
34,101,106
52,103,56
75,60,93
95,39,54
71,100,61
95,35,77
32,71,96
109,80,103
31,44,53
39,61,75
67,31,79
51,58,92
63,78,46
102,71,73
39,96,75
87,57,63
60,73,86
46,105,61
82,33,57
69,104,41
71,58,108
72,77,48
32,101,101
59,75,50
107,50,102
44,38,52
57,67,41
40,70,91
53,89,83
81,50,98
62,66,45
102,60,57
84,99,51
55,80,104
105,72,82
100,93,83
65,65,100
82,67,34
54,52,74
56,74,31
49,75,47
74,87,39
109,57,107
37,75,74
89,108,82
80,83,103
82,77,36
88,100,54
97,109,80
50,33,99
47,67,30
41,99,56
92,70,102
34,106,45
32,85,55
95,93,81
103,81,47
98,70,80
32,53,44
51,42,109
33,97,58
84,83,50
98,85,53
42,79,90
58,99,42
49,83,105
34,37,102
92,74,74
48,98,31
88,91,60
30,60,35
90,83,59
53,32,36
41,58,59
63,106,35
31,66,86
53,99,58
66,71,96
61,44,57
53,107,103
87,46,98
72,30,54
50,48,79
59,50,108
82,33,32
73,108,106
78,44,52
68,75,33
50,35,31
49,89,49
107,42,40
35,96,74
59,78,80
43,71,42
82,38,101
69,73,65
46,75,71
75,41,101
94,105,49
95,40,50
106,95,55
72,101,34
95,104,50
41,83,36
53,101,61
94,76,62
66,104,32
42,85,90
59,76,107
36,57,75
47,84,66
69,39,42
86,52,39
106,58,47
52,98,50
52,108,109
95,101,99
103,91,64
97,66,99
35,43,88
69,64,62
98,73,46
68,40,101
64,48,74
75,89,60
31,54,32
101,75,85
49,69,86
55,100,65
107,88,66
36,31,43
85,76,67
104,79,100
74,55,62
50,63,46
62,97,49
72,80,82
80,39,106
46,45,75
62,63,45
35,31,80
79,51,98
81,46,87
82,80,104
39,38,101
64,107,103
77,49,97
60,105,84
76,104,55
84,64,103
49,80,108
36,69,64
102,79,102
44,109,78
32,106,75
33,81,54
89,58,70
71,88,77
68,63,109
52,105,98
109,86,33
75,42,73
93,60,76
101,65,37
67,59,61
103,43,38
78,105,49
81,54,74
102,42,74
72,50,53
74,33,42
83,38,104
85,36,46
90,108,91
107,65,64
66,61,72
80,94,37
96,107,99
68,83,66
43,82,56
82,99,51
71,49,39
72,45,38
95,66,97
78,106,108
71,77,42
74,85,34
47,108,69
46,89,87
59,37,56
102,39,86
87,109,77
88,57,63
35,37,33
80,74,108
104,61,49
65,107,58
70,40,83
76,62,34
90,73,72
39,58,109
61,101,40
31,90,55
97,50,65
73,35,32
77,75,31
52,101,37
62,103,50
107,66,78
68,96,46
81,98,47
88,79,81
39,78,80
72,55,103
91,81,59
108,58,49
70,103,59
60,49,58
56,83,98
34,72,95
64,46,39
51,54,91
84,93,38
66,106,61
32,36,34
105,67,68
86,48,51
38,56,94
44,39,36
63,38,77
68,71,73
96,35,97
51,90,84
87,56,43
52,82,41
79,77,82
104,36,60
96,42,38
53,82,30
109,85,79
78,91,57
52,52,78
45,70,31
93,71,56
85,33,102
63,42,65
37,36,98
50,84,90
84,30,73
34,49,85
98,107,99
50,30,61
104,80,77
40,65,92
102,72,86
60,104,92
109,32,50
103,43,56
86,86,57
39,91,100
74,87,35
75,77,76
93,43,30
77,92,96
82,32,87
47,83,53
81,32,40
55,108,67
88,30,42
60,48,56
85,97,36
105,64,86
67,80,93
70,46,61
80,69,89
48,51,84
67,35,108
37,67,43
44,95,35
59,57,68
50,73,30
33,37,85
81,85,61
39,102,54
63,104,82
65,47,100
67,96,62
47,62,49
87,54,56
68,36,87
73,85,54
99,62,59
85,66,78
64,37,88
64,99,73
71,75,90
60,53,109
59,94,80
96,61,107
47,74,90
67,58,52
72,101,109
45,57,61
56,63,95
80,107,67
68,69,33
33,89,103
58,75,93
56,46,74
97,56,94
40,41,71
93,80,53
103,47,67
49,53,32
61,74,89
104,55,66
43,62,78
38,73,75
83,94,87
65,52,68
70,92,44
41,40,39
39,68,67
97,56,92
36,97,30
73,38,40
68,70,98
71,72,73
105,33,47
37,49,98
55,96,92
95,76,65
63,80,63
45,33,76
68,98,99
52,59,99
31,50,34
69,99,67
41,73,48
99,54,108
62,56,73
107,67,98
66,43,36
33,82,39
90,103,32
107,105,47
77,33,93
31,89,42
102,90,56
48,37,57
47,57,55
107,36,30
98,42,85
109,62,48
55,44,102
42,50,63
47,60,58
75,56,69
82,44,82
85,108,84
33,76,36
85,84,36
46,49,98
81,109,64
54,104,37
34,44,30
51,101,92
67,44,105
71,62,51
98,31,107
95,94,76
99,92,104
44,58,65
92,107,78
34,43,67
78,38,50
85,42,44
70,41,58
106,50,99
82,38,53
102,52,104
102,93,70
47,73,88
53,99,38
84,74,44
40,62,76
97,83,105
102,51,58
